,tweet_id,airline_sentiment,text
2226,569307466896424961,negative,@united I sent a PM over two weeks ago and have heard nothing!  #horribleservice #unitedsucks
2228,569306599577112577,positive,@united thank you! Excited to be working with you guys!
2231,569304100048912384,negative,@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems
2232,569303395460259840,negative,@united yr team have me on hold for over an hour unhelpful Pls can you answer my question.
2233,569302758018420736,negative,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines
2236,569302490421833729,negative,@united Nope! I'm on UA 174 that was supposed to leave at 6:47 but are still at the gate. Apparently we are about to pull back and de-ice.
2237,569302005111508992,negative,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm."
2239,569301745219850241,negative,@united just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight #lies
2240,569300959911768064,negative,@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?
2243,569299492127842304,negative,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest
2244,569299401643917313,negative,@united From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.
2245,569298744337788928,negative,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area
2247,569298251418959872,negative,@united having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!
2250,569296784922578944,negative,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!
2251,569296585697464320,negative,@united 4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks
2252,569296356143050754,negative,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.
2253,569296055478722560,negative,"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!"
2254,569295556729823232,negative,@united how come a $27 shuttle bus from LGA to EWR has electrical power outlets but our new Airbus interiors do not? #whyjeff?
2256,569293965448458240,negative,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.
2257,569293296872222720,negative,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.
2258,569293295655866369,negative,@united never again.
2259,569292823805042688,positive,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR
2261,569289995749494784,negative,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.
2262,569289573395800064,negative,@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest
2263,569287656607100929,negative,@united fire yr rep who refused to put me on a flight that I had a boarding pass and seat on. Full explanation and her name in complaint.
2264,569287433008754688,positive,@united that's great! pls let me know when u start!
2266,569287318898495490,negative,"@united God damn fucking crew won't be here till 6:40, so you've known for over an hour and a half the flight time was bullshit."
2267,569286569548320769,negative,@united you really do have a culture problem. Everyone I tried to work with blamed someone else or told me how they're short staffed
2268,569285045401178113,negative,@united sucks.
2269,569283956484415490,negative,@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?
2270,569283845985427457,negative,@united is honestly RUINING MY FUCKING LIFE RIGHT NOW. NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!
2271,569283511192051712,negative,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.
2273,569282312203997185,positive,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD
2275,569281033365037056,negative,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed
2276,569280669593038848,negative,@united We've let you know how to help the millions of customers you've treated like garbage. It's no coincidence ur ranked WORST airline.
2277,569280157678071808,negative,"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent."
2278,569279586921353216,negative,@united Charging $6500 for biz flight to UK = somewhat egregious. Charging $3 on top for a Sam Adams draft at the United Club is usurious.
2280,569278347441799169,negative,@united Your social listening capabilities are awful if this is the reply for the context in which you were mentioned @stevelord212
2281,569278020441284608,negative,@united If you follow me I will DM you my phone # which you can call.
2282,569277733416513536,positive,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me."
2284,569276415927037952,negative,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
2287,569275476642013186,negative,@united says @USAirways  is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im  sorry. I want my clothes!!
2288,569275466936397825,negative,@united seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!
2289,569275430311751682,negative,@united most terrible flight experience happening to everyone right now on Flight:UA1750 6 delays 4 hrs total missed all my flights now thnx
2290,569275000232013825,negative,@united @USAirways @AmericanAir @americanone one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!
2291,569274801388425217,negative,@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.
2293,569274001173979137,negative,@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?
